['0.0000000e+00', ' 2.1398472e+01', '-3.7991027e+00', ' 2.4707781e+01', '-1.9558276e+01', '-2.6100865e+01', '-1.8511861e+01', '-4.9896885e-01', '-1.6954116e+01', '-1.6174434e+01', '-6.7818098e+00', ' 3.3549935e+00', ' 1.8039066e+01', '-1.9683229e+01', '-1.8339842e+01', ' 9.3797252e+00', '-4.5513085e+00', ' 2.7160444e+01', '-9.6700733e+00', ' 3.4231604e+00', ' 1.9441361e+00', '-7.9816084e+00', ' 1.1454542e+01', '-2.2153420e+01', ' 1.9360816e+01', ' 5.0452188e-01', ' 2.5429889e+01', ' 7.5591115e+00', '-1.1047686e+01', ' 2.3360861e+00', ' 1.7711948e+01', ' 1.1516223e+01', ' 3.4472066e+00', '-9.2468938e-01', ' 1.0353789e+01', ' 1.5884841e+01', ' 6.4962815e+00', '-2.1013385e+01', '-5.0142027e+00', '-1.7470591e+01', ' 1.5553976e+00', ' 5.4802618e+00', ' 2.6787195e+01', ' 7.7050907e-01', ' 1.3534013e+01', ' 3.1925250e+00', ' 1.9347849e+01', ' 2.4391411e+01', ' 6.9701473e+00', '-5.4837915e+00', ' 7.2659437e+00', ' 1.6718847e+01', ' 1.3116689e+01', '-2.1007919e+00', ' 7.4734441e-01', ' 5.6625548e+00', ' 3.5760561e+00', '-1.0356454e+01', ' 3.7326893e+00', ' 1.8675322e-01', '-6.4663321e-01', '-2.1895984e+01', ' 1.0036899e+01', ' 1.3557643e+01', ' 1.8314780e+01', ' 1.2107075e+01', '-8.1425216e+00', '-1.4547388e+00', ' 5.3881221e+00', '-2.7493031e+00', '-5.9073307e+00', ' 5.9155658e+00', ' 1.7802799e+00', '-4.1589803e+00', ' 1.2212500e+01', ' 2.5308937e+00', ' 1.8536456e+01', ' 1.1679953e+01', ' 1.4439611e+01', '-2.7713441e+00', ' 2.4502672e+01', ' 2.0349897e+01', ' 8.4990469e+00', '-1.1918071e+00', '-1.4422591e+01', '-9.8385641e+00', '-6.7394479e+00', ' 1.2375461e+01', ' 6.2942815e+00', '-4.5135676e+00', ' 1.2640773e+01', '-6.0483138e+00', ' 1.1128604e+01', ' 1.5745953e+00', ' 7.3302478e+00', ' 1.2455999e+01', ' 1.8949804e+01', '-3.5675527e+00', '-1.6780453e+00', '-1.0862884e-01']
['1.0036899e+01', ' 6.9018091e+00', ' 2.5556692e+01', ' 1.1521204e+01', '-1.7517455e+01', '-5.6139767e+00', ' 5.0540808e+00', ' 7.4991728e-01', ' 1.0065643e+01', '-6.9865318e+00', '-8.8013645e+00', '-8.4840616e+00', ' 9.5765393e+00', ' 1.6508314e+01', '-2.4015340e+01', ' 5.4819691e-01', '-6.0627959e+00', ' 1.4423255e+01', '-1.5884885e+01', ' 1.8576589e+01', '-2.1932897e-01', ' 1.6834380e+01', '-8.0087448e-01', '-2.4885589e+01', ' 2.3796721e+00', '-1.5857324e+01', '-1.0890705e+01', '-1.6018368e+01', '-6.8178469e+00', ' 2.0383927e+01', ' 3.1250002e+00', '-1.5484317e+01', '-8.2341946e+00', ' 5.3883346e+00', '-7.5700231e+00', ' 1.2636214e+01', ' 2.1435755e+01', '-1.9248751e+01', '-1.6563273e+01', '-2.0175678e+01', ' 1.0660599e+00', ' 2.4023990e+01', '-1.2797951e+01', ' 7.9637883e+00', '-6.5970521e+00', ' 2.6007977e+00', '-1.5708787e+01', ' 4.9158946e-01', ' 1.6141157e+01', ' 8.4835909e+00', ' 2.6012583e+01', '-1.5820671e+01', '-4.8060944e+00', '-1.1530037e+01', ' 4.1502870e+00', '-1.1626943e+01', ' 2.9735846e+01', '-1.7055411e+01', ' 2.4620038e+01', ' 2.3634676e+01', ' 2.7230619e+01', '-1.6029835e+01', ' 0.0000000e+00', ' 2.3202821e+01', ' 2.5433409e+01', ' 1.3420235e+01', ' 2.1389402e+01', ' 3.0692663e+00', ' 1.7039783e+01', '-1.6782522e+01', ' 8.9132573e+00', '-4.8550953e+00', ' 2.6428413e+01', '-3.8486690e+00', ' 2.2570692e+01', '-4.2052162e+00', '-1.9115298e+01', ' 3.1437887e+01', '-9.0460072e+00', ' 3.3734515e+00', ' 2.0150819e+01', ' 1.5912719e+00', '-2.8243327e+00', ' 9.0268012e+00', ' 3.5236967e+01', ' 2.5157140e+01', '-6.1270394e-01', ' 1.3806669e+01', '-7.1420676e+00', '-1.8446826e+01', ' 1.1738824e+01', ' 6.8405568e+00', ' 7.2198051e+00', '-2.6684038e+01', ' 1.5463603e+00', '-2.3882457e+01', ' 1.5256022e+01', '-6.0675967e+00', ' 2.4018343e+01', '-1.4646130e+01']
['1.3557643e+01', ' 1.1768470e+01', ' 1.3772399e+01', '-8.8660157e+00', '-1.1840687e+01', '-2.5092047e+01', '-1.3940720e+01', ' 1.3505755e+00', ' 1.3239480e+01', '-4.9521337e+00', ' 6.4940091e+00', '-1.4560943e+01', ' 4.6706653e+00', ' 1.3860179e+01', ' 2.5869847e+01', '-1.7674850e+00', '-1.6471280e+01', '-1.4128910e+00', '-1.7213141e+01', '-2.3877236e+00', '-1.2678008e+01', '-1.0800823e+01', ' 1.3020275e+00', '-1.9182277e+00', '-8.8218428e+00', ' 1.0150283e+01', ' 1.2601761e+00', '-1.3341987e+01', ' 7.0619301e+00', '-1.7244138e+01', ' 1.7158735e+00', ' 1.2300007e+01', '-3.7031061e-01', '-9.6666723e+00', '-5.0831840e+00', ' 1.1387954e+01', ' 7.5097990e+00', ' 1.3440215e+01', '-1.2086696e+01', ' 1.0924538e+01', '-9.8343673e-01', '-1.8393633e+01', '-2.5491786e+01', '-1.0944740e+01', '-1.7329391e+01', '-2.0577426e+01', '-4.6272805e-01', '-1.3913607e+01', ' 2.3374054e+01', '-3.0237293e+01', '-1.7289446e+01', ' 1.7663460e+01', ' 1.4526572e+01', '-1.8197281e+01', ' 2.2609245e+01', ' 7.0111896e+00', ' 1.0512493e+01', ' 1.7036465e+01', ' 2.2995180e+01', '-2.1939375e+01', ' 1.4630756e+01', ' 1.2960828e+01', ' 2.3202821e+01', ' 0.0000000e+00', ' 3.0773412e+01', ' 1.2195925e+01', ' 2.7538211e+01', ' 1.1511292e+01', ' 1.7983966e+01', ' 2.5040272e+01', '-9.1227916e+00', ' 4.1948197e+00', ' 2.5783304e+01', '-8.1963013e+00', ' 1.4334164e+01', ' 2.6275873e+01', ' 1.6270248e+01', ' 1.2703188e+00', '-9.9966360e+00', '-1.3541591e+01', '-2.2181202e+01', '-9.7188079e+00', ' 1.1878819e+01', '-1.4715117e+00', '-2.7094079e+01', '-2.3122129e+01', ' 1.8396213e+01', ' 4.1412960e+00', ' 1.7836542e+01', ' 2.6633952e+01', '-2.0456349e+01', ' 1.6493415e+01', '-1.6789331e+01', ' 1.3866693e+01', ' 2.1748557e+01', '-1.3333048e+01', '-9.0119960e+00', '-6.2553400e+00', ' 1.5782608e+01', ' 8.9997548e-01']
['1.8314780e+01', ' 9.8685582e+00', ' 2.0519651e+01', ' 9.1573308e+00', ' 1.6456989e+01', '-2.0483249e+01', '-2.5327916e+01', ' 7.7037888e+00', ' 4.3532760e+00', '-2.8333477e+01', ' 2.1777856e+00', ' 6.1882333e+00', '-5.3479364e+00', ' 1.1027471e+01', ' 2.6392488e+01', '-4.6762267e+00', '-3.8255513e+00', '-2.4281168e+00', '-3.3176639e+00', ' 4.8998481e+00', '-5.5030410e+00', '-2.0781383e+00', ' 3.0866827e+00', '-1.1582552e+01', '-4.8957484e-01', ' 9.4411899e+00', ' 2.6337541e+01', ' 9.0500437e+00', ' 1.1141024e+01', ' 3.4385585e+00', '-7.4864022e+00', '-1.0716955e+01', ' 1.6760254e+01', ' 1.2383673e+01', '-4.0496906e-03', ' 2.7485352e+01', '-1.0353086e+00', ' 9.4201006e+00', '-1.1070503e+01', '-2.0254814e+01', ' 1.0314654e+01', '-2.1448673e+01', '-2.1770357e+01', '-2.7824799e+01', ' 7.2795674e+00', '-9.4896771e+00', '-1.6346360e+00', ' 1.2771865e+01', ' 1.2177577e+01', '-2.9945629e+01', '-8.3890958e+00', '-1.5294937e+01', '-1.1405379e+01', '-1.1527516e+01', '-1.3227599e+01', ' 7.7511897e+00', '-8.9038821e+00', ' 2.2031737e+01', ' 1.8432694e+01', ' 1.3114789e+01', '-1.2861198e+01', ' 7.7645550e+00', ' 2.5433409e+01', ' 3.0773412e+01', ' 0.0000000e+00', ' 2.3102767e+01', '-5.9748971e-01', '-1.1769828e+01', '-4.4147994e+00', ' 1.5380699e+01', '-3.6597897e+00', '-1.0256077e+01', ' 5.9281478e+00', ' 3.4694955e+00', ' 1.0708046e+00', ' 2.9961160e+01', ' 2.1859457e+01', ' 2.0372436e+01', '-8.7133589e+00', '-7.9515020e+00', ' 1.5248720e+01', ' 1.7824054e+01', ' 2.2248062e+01', ' 1.9998257e+00', ' 1.4758350e+01', '-1.3755021e+01', '-9.3139793e+00', '-1.9687859e+01', ' 2.1279602e+01', ' 1.5052639e+01', '-1.9697011e+01', '-2.3206616e+01', ' 6.5437152e+00', ' 1.3876631e+01', ' 3.3509781e+01', '-5.2692264e+00', ' 7.9323988e+00', '-1.8544781e+01', ' 1.3945314e+01', '-2.2953848e+01']
['1.2107075e+01', '-2.9823879e-01', ' 2.4788685e+01', '-2.3578489e+01', ' 7.4589123e+00', '-1.7871247e+01', '-2.3222548e+01', '-3.6593633e+00', ' 2.0268175e+01', '-2.6098005e+01', ' 1.0763581e+01', '-1.2237342e+01', '-1.0226831e+01', '-2.3716016e+00', ' 2.2741005e+01', '-8.2409361e+00', '-2.0168365e+01', '-9.1808269e+00', ' 5.8720908e+00', ' 9.9500664e+00', ' 2.1276512e+00', ' 2.8587096e+01', '-2.6080181e+01', ' 1.9777306e+01', ' 1.0931831e+00', ' 2.3913342e+01', '-2.4946054e+01', '-1.4626479e+01', '-2.4138786e+00', '-1.5324918e+00', '-2.4514131e+00', ' 6.2378285e+00', '-2.9054602e+00', ' 5.3746700e+00', ' 7.0232073e+00', ' 4.3811782e+00', ' 2.2756659e+01', ' 1.3663656e+01', ' 8.1197714e-01', ' 1.7102054e+01', '-3.4543395e+00', ' 8.3120554e+00', ' 2.1724150e+01', '-1.5097090e+01', '-1.5777439e+00', ' 9.7601340e+00', ' 1.4900100e+01', '-2.7353238e+01', ' 4.3539440e+00', '-6.3787826e+00', ' 3.2454643e+01', ' 1.3552157e+01', ' 1.5666256e+01', '-2.6681725e+01', ' 2.3956398e+01', ' 9.4099141e+00', '-2.3221612e+01', '-7.1748072e+00', '-1.7447898e+01', ' 6.3511801e+00', ' 3.5601345e+00', ' 1.0323326e+01', ' 1.3420235e+01', ' 1.2195925e+01', ' 2.3102767e+01', ' 0.0000000e+00', ' 5.7099293e+00', '-1.1793561e+01', '-1.7376844e+01', '-3.8835768e-01', '-1.2011611e+01', ' 2.6101735e+01', '-1.0300975e+01', '-1.1899580e+01', '-1.5015448e+01', ' 1.2197214e+01', '-8.9736630e+00', ' 2.2524440e+01', '-2.1511443e+01', '-1.0825746e+01', '-2.9619665e+01', '-4.6651247e+00', ' 1.4012006e+01', ' 1.7305905e+01', '-4.1191180e+00', ' 1.7017549e+01', ' 1.6082585e+01', '-1.7817667e+01', '-2.2857502e+00', ' 6.2253623e+00', '-2.0862041e+01', '-1.7983026e+01', '-1.2411465e+01', '-2.7542746e+01', ' 1.0462663e+01', '-2.4912265e+01', '-5.7690146e+00', '-2.4436158e+01', ' 1.9699885e+01', ' 5.8577052e+00']
['-8.1425216e+00', '-7.4564528e+00', ' 1.5402085e+01', '-8.6338737e-01', ' 2.2606251e+01', ' 1.7879577e+01', '-1.0884766e+01', ' 2.1837107e+01', ' 1.0509907e+01', '-1.4449262e+01', ' 1.5199879e+01', ' 1.1091404e+01', '-1.4162603e+00', '-2.3640064e+01', ' 1.6281141e+01', '-2.4773166e+01', ' 1.6580414e+01', ' 1.1466105e+01', ' 9.1001124e+00', ' 4.5014810e+00', '-1.3931224e+01', '-2.2011616e+01', '-4.1213737e+00', ' 2.2618855e+01', ' 3.2838796e+00', '-9.8166060e+00', '-2.7174711e+01', '-2.8405001e+01', '-2.6197016e+01', '-1.6242851e+01', ' 9.5321468e+00', '-2.4481391e+01', '-1.3533056e+01', ' 2.3995040e+01', '-1.7225241e+01', '-1.1282247e+01', ' 2.5803512e+01', ' 1.4837674e+01', '-2.8111984e+01', ' 6.6149980e+00', ' 1.6696796e+01', '-1.0373983e+01', ' 1.2786077e+01', ' 7.9735265e+00', '-2.3120464e+01', '-2.8556119e+01', ' 1.6092435e+01', '-3.2521011e+01', ' 3.3833584e+01', ' 3.2127442e+01', ' 1.9535534e+01', '-1.4784365e+01', ' 1.3114508e+01', '-1.2349184e+01', ' 3.4101903e+00', '-2.4660242e+00', '-6.5877556e+00', '-2.4398335e+01', ' 1.3726859e+01', '-7.6512203e+00', '-1.9096253e+01', '-2.4640843e+00', ' 2.1389402e+01', ' 2.7538211e+01', '-5.9748971e-01', ' 5.7099293e+00', ' 0.0000000e+00', ' 1.6948805e+01', '-2.3654351e+01', ' 1.2711695e+01', '-2.6891964e+00', ' 2.5914427e+01', ' 2.4663219e+01', '-9.9306479e+00', '-2.3053502e+01', ' 1.5128320e+01', ' 2.3670076e+01', '-2.1122029e+00', ' 1.6209775e+01', '-8.2472236e+00', ' 1.0821410e+01', ' 2.2616495e+01', '-2.3515405e+01', ' 3.3059144e+01', ' 2.2674820e+01', ' 1.8215877e+01', ' 2.1877647e+01', ' 1.2493571e+01', ' 1.5634912e+01', ' 1.6622336e+01', ' 2.4875407e+01', ' 1.8909291e+01', ' 4.0948830e+00', ' 1.9070743e+01', '-2.4705636e+01', '-2.7315818e+01', '-1.6572340e+01', '-2.1304677e+01', ' 2.0523881e+01', '-1.5843308e+01']
['-1.4547388e+00', '-1.9790506e+01', ' 2.1778692e+01', '-1.4432053e+01', '-8.8218051e+00', ' 7.3490901e+00', ' 8.9141348e+00', ' 6.9858084e+00', '-1.9434674e+01', ' 1.9884945e+01', ' 1.1707202e+01', ' 8.1113416e+00', ' 8.8512267e+00', '-7.6515335e+00', ' 1.3141218e+01', '-8.9453357e+00', '-2.4568823e+00', ' 1.4966228e+01', '-2.4442495e+01', '-1.4367212e+01', '-9.7183721e+00', '-2.2995910e+01', '-9.3575820e+00', ' 1.4216211e+01', '-3.0275967e+00', ' 1.9504135e+01', '-1.5750789e+01', ' 2.4069441e+01', '-3.5329554e+00', ' 3.0626657e+01', ' 2.3644409e+00', ' 9.5859514e+00', '-6.8554160e+00', '-1.2731090e+01', ' 9.0174569e-01', '-1.2726836e+01', '-8.2491570e+00', '-7.9948542e+00', '-1.3742011e+01', ' 2.2482179e+01', ' 2.8686980e+01', ' 2.3493060e+01', ' 1.0062467e+01', ' 1.0815846e+01', ' 1.0790808e+01', ' 2.2224419e+01', ' 1.4023105e+01', '-1.0736989e+01', ' 3.0094709e+01', ' 2.1395693e+01', '-1.5815756e+01', ' 2.7544732e+01', '-2.0157955e+01', '-2.2399209e+01', ' 1.2138667e+01', '-2.0869220e+01', '-1.2233700e+01', ' 8.3612222e-01', ' 3.5802038e+01', ' 2.2412599e+01', ' 2.7907060e+01', ' 7.4659729e+00', ' 3.0692663e+00', ' 1.1511292e+01', '-1.1769828e+01', '-1.1793561e+01', ' 1.6948805e+01', ' 0.0000000e+00', '-1.5542317e+01', '-9.6420249e+00', ' 6.5630614e+00', '-2.3650010e+01', ' 7.0567678e+00', ' 2.9937178e+00', ' 2.6649930e+01', ' 2.7966509e+00', ' 2.2738772e+01', ' 1.5440507e+01', '-3.9898239e+00', ' 2.1392249e+01', ' 1.6603755e+01', '-2.2197019e+01', '-1.2973542e+00', '-1.5012058e+01', ' 2.3167637e+01', '-1.5468929e+00', '-1.0624731e+01', '-2.1086203e+01', ' 1.3979375e+01', '-5.4716204e+00', ' 1.2554299e+01', ' 1.0790536e+01', '-1.4909231e+01', '-2.4314560e+01', ' 3.8827931e+00', ' 1.2775218e+01', ' 1.4598099e+00', ' 5.5787876e+00', '-1.1311366e+01', '-2.2223585e+01']
['5.3881221e+00', '-2.5388954e+01', '-2.1992330e+01', '-1.4739610e+01', '-1.7791993e+00', ' 2.5327330e+01', '-3.6386381e+00', '-1.7463018e+01', ' 5.0044598e+00', '-6.6181538e-01', ' 1.1635106e+00', '-1.9982003e+01', '-7.9749187e+00', ' 6.5257877e+00', '-1.2102522e+01', '-1.6663099e+01', '-3.3447347e+00', ' 9.3638046e+00', '-1.0647753e+01', '-1.3642308e+01', ' 1.1581985e+00', ' 4.8877995e+00', ' 2.5527040e+01', '-6.3237213e-01', ' 2.7587734e+00', ' 8.0930988e+00', '-1.2986562e+01', ' 1.5514138e+01', ' 9.5329908e+00', '-1.0471970e+01', ' 2.0995089e+01', ' 2.2550030e+01', '-8.1525857e+00', '-2.5075043e+01', ' 2.3463052e+01', '-3.0664352e+01', '-2.4598448e+01', '-4.1420120e+00', ' 1.2598748e+01', ' 1.1964084e+01', ' 2.0990886e+01', '-8.2698011e+00', ' 1.6286651e+01', '-5.3725258e+00', '-5.2579064e+00', ' 2.7684382e+01', ' 1.7798694e+01', '-2.4297463e+01', ' 1.9716833e+01', ' 2.2475326e+01', '-2.3472441e+01', '-3.1512559e+00', ' 5.9665083e+00', '-2.3566054e+01', ' 4.7000106e+00', ' 1.2746656e+01', ' 1.9669684e+01', '-9.7222375e+00', '-6.1085678e+00', '-1.2042297e+01', ' 1.8282154e+01', '-1.7615215e+01', ' 1.7039783e+01', ' 1.7983966e+01', '-4.4147994e+00', '-1.7376844e+01', '-2.3654351e+01', '-1.5542317e+01', ' 0.0000000e+00', '-3.0866399e+01', ' 9.1539950e+00', '-3.0527109e+01', ' 1.4307687e+01', '-6.6593986e-01', '-1.6969026e+01', ' 2.3286155e+01', '-2.5934395e+01', ' 1.5850705e+01', ' 1.9218864e+01', '-6.9774650e+00', ' 2.6570731e+01', ' 1.6677439e+01', '-1.1156550e+01', '-3.3780480e+01', ' 3.0646333e+01', '-3.9587687e+00', '-2.8334841e+01', ' 2.0807749e+01', ' 2.4040618e+00', '-2.2921765e+01', ' 1.9355421e+01', ' 7.1853915e+00', ' 2.9811291e+01', ' 2.8110128e+01', ' 1.3316261e+01', '-2.4314845e+01', '-6.6760773e+00', '-1.6154510e+01', '-5.3366797e-01', '-2.2284239e+01']
['-2.7493031e+00', ' 1.2883323e+01', ' 7.8943570e+00', ' 1.4653365e+01', '-1.7065576e+01', '-2.6656858e+00', '-1.2745573e+01', '-1.8005277e+01', '-2.2379797e+01', '-6.0320664e+00', '-3.9272691e+00', ' 1.7458459e+01', '-1.0792908e+01', ' 1.4818245e+01', '-2.4228569e+01', ' 1.5766794e+01', '-1.5977492e+00', ' 1.8927590e+00', '-1.4617244e+01', '-2.0762931e+01', '-2.0524542e+01', ' 6.2030357e+00', ' 2.0046576e+01', '-6.5403009e+00', '-1.1988843e+01', '-1.2729819e+00', '-7.2811459e+00', '-1.9995483e+01', ' 2.4795667e+01', '-1.6103193e+01', ' 8.7982492e-01', ' 1.6677599e+01', '-1.0568642e+01', '-1.7840677e+01', '-4.2752230e+00', '-7.8012453e-01', '-8.2875486e+00', '-2.0882500e+00', ' 5.7957454e+00', '-1.4678048e+01', '-1.3050292e+01', '-2.1733721e+01', '-2.7585049e+01', '-9.9215231e+00', '-1.4258722e+01', '-2.4430279e+01', '-1.9831832e+01', '-1.6976679e+01', ' 1.1696133e+01', '-1.1334133e+01', ' 1.9065356e+01', '-2.0334700e+01', '-3.1034863e+01', '-1.8451937e+00', ' 1.8597113e+01', '-1.2144933e+01', ' 2.1380395e-01', ' 1.8717756e+01', ' 6.2147784e+00', '-4.6606214e+00', ' 6.2503043e+00', ' 1.9746583e+01', '-1.6782522e+01', ' 2.5040272e+01', ' 1.5380699e+01', '-3.8835768e-01', ' 1.2711695e+01', '-9.6420249e+00', '-3.0866399e+01', ' 0.0000000e+00', ' 9.2948976e+00', '-1.2624663e+01', '-1.3821620e+01', '-9.7131747e+00', '-2.6403209e+01', '-1.2467419e+00', ' 2.9692398e+01', ' 3.2202764e+01', '-2.5206863e+01', ' 6.3237451e+00', '-2.4638223e+01', ' 6.5833800e+00', ' 3.1776518e+01', ' 1.0852464e+01', ' 3.2145930e+01', '-3.3294318e+00', ' 2.3230741e+01', ' 2.4997903e+01', ' 2.1279816e+01', '-1.1967395e+01', '-3.3372781e+01', ' 4.5547135e+00', ' 7.0086509e+00', ' 2.7459419e+00', ' 2.3747093e+01', ' 5.7976926e+00', '-2.9053900e+01', '-2.5601690e+01', ' 3.3750975e+01', '-2.6848705e+01']
['-5.9073307e+00', '-1.6349324e+01', ' 2.0311320e+01', '-3.7077106e+00', '-7.1786803e+00', ' 1.0378709e+01', ' 8.0431644e-01', ' 3.6244479e+00', ' 5.1772384e-01', ' 4.3486459e+00', '-1.9357933e+01', '-6.3792262e+00', ' 6.1353446e+00', ' 8.8158145e-01', ' 1.8515704e+01', ' 1.3572637e+01', '-1.1421403e+01', ' 3.0912822e+00', '-2.5213547e+00', ' 1.0380067e+01', '-8.8042105e-01', '-6.3566524e+00', ' 3.4011353e+01', ' 1.3319306e+00', '-1.0717499e+00', '-1.5355897e+01', '-4.5613161e+00', ' 2.6088146e+01', '-7.0246682e+00', ' 1.9270587e+00', ' 8.3938536e+00', '-1.3883608e+01', ' 9.3914596e+00', '-1.5863439e+01', ' 2.4066628e+01', '-4.3706765e+00', ' 3.0747938e+01', '-1.0498119e+01', '-1.4471238e+01', '-2.1657643e+01', ' 2.0015498e+01', ' 6.0314009e+00', ' 1.7139261e+01', ' 2.1214596e+01', '-9.9913954e+00', ' 1.2084630e+01', '-1.4128750e+01', '-1.5137529e+01', '-2.5539975e+01', ' 3.2139987e+00', ' 2.1681388e+01', '-6.4566240e-01', '-1.3533795e+01', ' 2.0105028e+01', ' 6.9156913e+00', '-2.0999712e+01', '-1.5440577e+01', '-5.9461265e+00', ' 9.4349373e+00', ' 8.6354652e+00', ' 1.6555139e+01', ' 2.5832967e+01', ' 8.9132573e+00', '-9.1227916e+00', '-3.6597897e+00', '-1.2011611e+01', '-2.6891964e+00', ' 6.5630614e+00', ' 9.1539950e+00', ' 9.2948976e+00', ' 0.0000000e+00', '-3.2576504e+00', ' 1.3415920e+01', '-4.7591861e+00', '-1.5058822e+01', ' 1.6764538e+01', ' 1.1460160e+01', '-6.9779995e+00', ' 2.3100743e+01', ' 2.2359220e+01', '-3.2849839e+00', ' 1.1380942e+00', ' 4.3762816e+00', '-1.9131460e+01', '-1.2444954e+00', ' 6.1760898e+00', '-2.1828488e+01', ' 8.9813286e+00', '-1.6601747e+01', ' 2.1707565e+01', ' 7.9411719e+00', '-3.7759926e+00', ' 5.8617157e+00', ' 1.8253251e+01', ' 2.1679503e-01', ' 6.9634163e+00', '-1.7245223e+01', '-1.3949901e+01', ' 1.4949053e+01', '-2.2108330e-01']
['5.9155658e+00', '-2.5788866e+01', '-3.2610131e+01', ' 2.6464691e+00', '-1.3934592e+00', '-9.3001692e+00', '-2.8508037e+01', '-1.5210824e+01', '-2.6574834e+00', '-5.6992647e+00', '-1.8407921e+00', ' 1.8112373e+01', '-8.5707092e-01', ' 2.9394754e-01', '-1.3290404e+01', ' 2.0674255e+01', '-2.4544052e+01', '-1.5030375e+01', '-1.7067285e+01', '-2.7220033e+01', ' 2.8595281e+01', '-1.6656001e+01', '-2.1897768e+01', ' 9.6343502e-01', '-1.7992602e+01', ' 3.4771502e+00', '-7.4519370e+00', ' 2.3953475e+01', '-9.6872915e+00', '-1.8968889e+01', ' 4.5903431e+00', ' 1.5111586e+01', '-1.7145943e+01', '-1.8355068e+01', '-2.8608710e+01', '-2.7766637e+01', '-1.1023326e+01', '-2.0419900e+01', ' 8.2050474e+00', '-2.4728255e+01', '-1.5510779e+01', ' 2.3882365e+01', '-2.6045632e+01', ' 1.9651108e+01', ' 1.7530361e+01', ' 4.1021485e+00', '-2.9102787e+01', '', '', '', '', '', ' Inf', '-4.1867164e+00', ' 1.8629969e-01', '-3.4901910e+01', '-5.3885348e+00', '-2.3875998e+01', ' 1.1265650e+01', '-2.9580159e+01', '-2.6794470e+00', ' 4.7570864e+00', '-2.2449566e+01', '-1.9329257e+01', '-9.2676661e+00', '-6.0054335e+00', ' 3.9715857e+00', '-4.8550953e+00', ' 4.1948197e+00', '-1.0256077e+01', ' 2.6101735e+01', ' 2.5914427e+01', '-2.3650010e+01', '-3.0527109e+01', '-1.2624663e+01', '-3.2576504e+00', ' 0.0000000e+00', '-2.5352614e+01', '-2.2532475e+01', ' 1.6131766e+01', ' 1.5945384e+01', '-2.7846640e+01', '-2.9779763e+01', '-1.3584790e+01', '-2.0068759e+01', ' 3.6112386e+01', '-3.2886530e+01', '-2.2888640e+01', '', '', '', '', '', '-Inf', '-2.5099642e+01', '', '', '', '', '', '-Inf', '', '', '', '', '', '-Inf', '-5.5661001e+00', '-2.0942123e+01', '-1.1529545e+01', ' 2.9405374e+01', ' 3.4966425e+01', '-3.3882816e+01', '-3.0578471e+01', '-1.7034561e+01', ' 2.0710631e+01', ' 1.1038008e+01', ' 2.7204131e+01', '', '', '', '', '', '-Inf', '-9.7989752e+00']
['1.7802799e+00', '-2.4101537e+01', ' 2.5996244e+01', '-1.6300609e+01', ' 2.4741885e+01', ' 2.1700489e+01', '-1.4484540e+01', ' 7.7715799e+00', ' 1.0978375e+01', '-1.2276531e+01', ' 2.8140110e+01', ' 1.2159660e+01', '-9.0810592e+00', '-2.2530937e+01', ' 7.3606539e+00', ' 1.6117497e+01', '-1.5868297e+01', ' 1.6266215e+01', '-1.2661800e+01', ' 1.8816464e+01', '-6.3452531e+00', ' 8.7133964e+00', ' 2.2322560e+01', '-1.5700298e+00', '-4.5692755e+00', ' 7.3564599e+00', '-2.1113382e+01', ' 1.9053297e+01', '-1.4656280e+01', ' 1.9897765e+00', '-4.1496232e+00', '-5.5924261e+00', ' 1.6741402e+00', ' 2.2949815e+01', '-1.9557612e+01', '-1.9329801e+01', ' 2.2003119e+00', '-6.6500163e-01', '-2.1672008e+00', '-3.3161358e+00', '-2.6548899e+01', '-1.5363647e+01', ' 2.5959200e+01', '-2.4040217e+01', '-7.1010720e+00', '-7.0082189e+00', '-2.0664245e+01', ' 3.0652233e+01', '-1.8694173e+00', ' 2.8723987e+01', ' 1.0277117e+01', ' 6.2753922e+00', '-2.9088133e+01', ' 1.2150938e+01', '-1.6841201e+01', '-1.2970594e+01', ' 1.1716804e+00', '-1.7998106e+01', '-2.4210934e+00', ' 6.4620463e+00', ' 3.2602606e+01', ' 1.2268737e+01', ' 2.6428413e+01', ' 2.5783304e+01', ' 5.9281478e+00', '-1.0300975e+01', ' 2.4663219e+01', ' 7.0567678e+00', ' 1.4307687e+01', '-1.3821620e+01', ' 1.3415920e+01', '-2.5352614e+01', ' 0.0000000e+00', ' 3.2064507e+00', ' 2.6881889e+01', ' 7.9098725e+00', ' 1.4098213e+01', ' 2.0418540e+01', '-2.5649902e+01', ' 1.3367202e+01', '-1.0802952e+01', '-8.8346084e+00', '-2.8064991e+01', '-1.8450896e+01', ' 2.6280732e+01', '-6.7678106e+00', ' 2.9268242e-01', ' 1.6646451e+01', '-7.9689990e-01', ' 2.0049206e+01', ' 1.8518243e+01', ' 5.5738358e+00', ' 1.8763909e+01', ' 1.5568203e+01', ' 7.2770552e+00', ' 5.6131187e+00', ' 5.9736956e+00', '-1.6885291e+01', ' 4.2626271e+00', '-1.0770957e+01']
